No,Type,Mentions,Majas,Date,Link,Media,Sentiment,Category Group,Category,
43,mention,"Presiden Prabowo Subianto menunaikan salat Idul Adha 1447 Hijriah di Wisma Indonesia, Paris, Prancis, pada Rabu (27/5) dalam rangkaian kunjungan kerjanya di Prancis. _ Berdasarkan keterangan Biro Pers, Media, dan Informasi Sekretariat Presiden, Prabowo t",LITERAL,2026-05-27 23:42:06,https://twitter.com/web/statuses/2059676530440343806,Twitter,Negative,-,-,neVerAl0nely___
44,rt,"RT Rupiah hancur lebur, IHSG rontok. Lalu pertanyaannya apa tindakan n solusi pemerintahan Presiden @prabowo !Ã°ÂŸÂ¤Â”Ã°ÂŸÂ¤Â” https://t.co/wx69EnIS0o",RETORIS,2026-05-27 23:41:50,https://twitter.com/web/statuses/2059676463272759381,Twitter,Negative,-,-,risainnn
45,reply,Klo silent majority malah milih dia setelah Wowo meracau sih emang layak ancur ini negara karena gak make otak Wkwkwkwk [RE abulmuzaffar10],SARKASME,2026-05-27 23:41:33,https://twitter.com/web/statuses/2059676390728077629,Twitter,Negative,-,-,SarjanaEksu
46,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:40:56,https://twitter.com/web/statuses/2059676236297998668,Twitter,Negative,-,-,dshntsl
47,reply,"Kunjungan pk @prabowo pk @Menlu_RI @KemenkeuRI keluar negeri,jgn dianggap pemborosan krn byk uang WNI diluar negeri bermasalah cara dptnya Cc @feriamsari @habiburokhman @msaid_didu @KPK_RI @KejaksaanRI @Dandhy_Laksono @Fahrihamzah @KemensetnegRI @budimand",LITERAL,2026-05-27 23:40:45,https://twitter.com/web/statuses/2059676189745418520,Twitter,Negative,-,-,Hendrikorachman
48,rt,"RT BI sudah intervensi tapi tetap gak terbendung Prabowo: orang desa nggak pakai dollar Purbaya: Prabowo hanya coba hibur rakyat Bennix, Faldo: melemahnya nilai tukar rupiah ini bagus, nggak usah khawatir Luhut: minta maaf ke investor Mana yang benarÃ¢Â€",SINISME,2026-05-27 23:40:07,https://twitter.com/web/statuses/2059676032865866176,Twitter,Negative,-,-,sikoom
49,rt,"RT ""Ada kontradiksi fundamental antara yang diucapkan dan yang dilakukan. Menurut saya MBG adalah cara Pak Prabowo mengembalikan modal politiknya dan mempersiapkan modal politik untuk 2029"" (Tiyo Ardianto) #2029PartaiGerakanRakyat #2029PartaiGerakanRaky",SINISME,2026-05-27 23:40:04,https://twitter.com/web/statuses/2059676020559536141,Twitter,Negative,Asta Cita,Asta Cita 7,LatifDodi49201
50,rt,"RT Dear, media. Kurban itu perorangan. Jika Presiden menggunakan APBN untuk bagi-bagi sapi, maka itu bukan kurban. Itu program politik. Jadi jangan ditulis ""kurban Prabowo"" karena dananya dari pajak rakyat. Trims...",SINISME,2026-05-27 23:39:34,https://twitter.com/web/statuses/2059675891920474247,Twitter,Negative,Asta Cita,Asta Cita 7,urfavlullaby_
51,rt,"RT BI sudah intervensi tapi tetap gak terbendung Prabowo: orang desa nggak pakai dollar Purbaya: Prabowo hanya coba hibur rakyat Bennix, Faldo: melemahnya nilai tukar rupiah ini bagus, nggak usah khawatir Luhut: minta maaf ke investor Mana yang benarÃ¢Â€",SINISME,2026-05-27 23:38:51,https://twitter.com/web/statuses/2059675714220400755,Twitter,Negative,-,-,RojaNaufal
52,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:38:23,https://twitter.com/web/statuses/2059675596549198204,Twitter,Negative,Asta Cita,Asta Cita 2,Singsing_hi
53,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:38:20,https://twitter.com/web/statuses/2059675582401778087,Twitter,Negative,Asta Cita,Asta Cita 7,ApaCariKaka
54,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:38:11,https://twitter.com/web/statuses/2059675545764549053,Twitter,Negative,-,-,bNailong
55,reply,"@promisenewera masak khotbahnya, prabowo memotong anggaran ke daerah demi MBG. [RE promisenewera]",SARKASME,2026-05-27 23:37:40,https://twitter.com/web/statuses/2059675415242019209,Twitter,Negative,-,-,__conductorrr
56,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:37:36,https://twitter.com/web/statuses/2059675398649352412,Twitter,Negative,-,-,bangkemed_69
57,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:36:33,https://twitter.com/web/statuses/2059675132847915061,Twitter,Negative,Asta Cita,Asta Cita 7,SariPeunawa
58,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:35:01,https://twitter.com/web/statuses/2059674746397315179,Twitter,Negative,Asta Cita,Asta Cita 7,chelsyoktavia
59,rt,RT Si Prabowo bawel banget ngomongin antek2 asing trs tapi milih dirut BUMN danantara sumberdaya Indonesia malah orang asing. Kocak si biji satu.,IRONI,2026-05-27 23:34:56,https://twitter.com/web/statuses/2059674726835073131,Twitter,Negative,-,-,justandhi
60,reply,@wepe20_ @labiebsadat @GIBOLofficial @MafiaWasit @FabrizioRomano @juventusfc @jokowi @prabowo @IndiHome @/usabngernip dia jg yg pegang katanya [RE wepe20_],LITERAL,2026-05-27 23:34:54,https://twitter.com/web/statuses/2059674716915568977,Twitter,Negative,-,-,kuotakaito
61,reply,"Gua kerja juga kok, tapi abis kelar kerja lanjut mengkritik pemerintah tolol dibawah pimpinan ceo mbg taik itu, ya gak wok? @prabowo [RE tanyakanrl]",SARKASME,2026-05-27 23:34:29,https://twitter.com/web/statuses/2059674615270777094,Twitter,Negative,-,-,bNailong
62,rt,"RT Rencana 2029: ""KMP adlh konsolidasi politik Prabowo di level akar rumput.Kades disiapkn utk trsandera kasus keuangan,ancaman:""Kasus diusut atau dkung Prabowo?"" Danantara adlh konsolidasi politik Prabowo di level elit.Ini level negosiasi.""(Tiyo Ardiant",SINISME,2026-05-27 23:34:21,https://twitter.com/web/statuses/2059674582207107308,Twitter,Negative,Asta Cita,Asta Cita 7,sur728001
63,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:33:57,https://twitter.com/web/statuses/2059674480524595516,Twitter,Negative,-,-,eighteezku
64,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:33:48,https://twitter.com/web/statuses/2059674443241427163,Twitter,Negative,Asta Cita,Asta Cita 4,ubu_ungi_
65,rt,RT Purbaya Menkeu Mengaku Tak Tahu Soal APBN untuk Kurban Prabowo https://t.co/IY2lZleHX2,LITERAL,2026-05-27 23:33:17,https://twitter.com/web/statuses/2059674310395212070,Twitter,Negative,-,-,Ciput84725571
66,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:32:55,https://twitter.com/web/statuses/2059674217680183611,Twitter,Negative,-,-,naaaddnaaadd
67,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:32:47,https://twitter.com/web/statuses/2059674185530806500,Twitter,Negative,Asta Cita,Asta Cita 3,araa0089
68,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:32:29,https://twitter.com/web/statuses/2059674110461153611,Twitter,Negative,-,-,chickensuun
69,reply,Gw pribadi lebih cocok statement menlu Sugiono ketimbang setkab teddy soal alasan presiden @prabowo kunjungan kenegaraan ke Perancis. Statemen ini adalah dokumentasi kementrian luar negeri di bulan April yang sekilas berbeda dengan statemen setkab Jelas,SINISME,2026-05-27 23:31:45,https://twitter.com/web/statuses/2059673925475545104,Twitter,Negative,Asta Cita,Asta Cita 2,are_inismyname
70,rt,"RT Dear, media. Kurban itu perorangan. Jika Presiden menggunakan APBN untuk bagi-bagi sapi, maka itu bukan kurban. Itu program politik. Jadi jangan ditulis ""kurban Prabowo"" karena dananya dari pajak rakyat. Trims...",SINISME,2026-05-27 23:31:39,https://twitter.com/web/statuses/2059673902683721887,Twitter,Negative,Asta Cita,Asta Cita 7,BukanMamet
71,mention,AKANKAH TRAGEDI 1998 TERULANG di 2026-2027 kalau DOLLAR US 20.000 rupiah bahkan 25.000. PRABOWO diujung TANDUK. Sekilas SEJARAH Jatuhnya Presiden Soeharto pada 21 Mei 1998 merupakan klimaks dari krisis ekonomi dan politik yang meluluhlantakkan Indonesia.,RETORIS,2026-05-27 23:31:35,https://twitter.com/web/statuses/2059673882538479894,Twitter,Negative,Asta Cita,Asta Cita 7,Tangankanancuan
72,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:31:17,https://twitter.com/web/statuses/2059673806889967850,Twitter,Negative,Asta Cita,Asta Cita 2,SakiMinami
73,rt,"RT Dear, media. Kurban itu perorangan. Jika Presiden menggunakan APBN untuk bagi-bagi sapi, maka itu bukan kurban. Itu program politik. Jadi jangan ditulis ""kurban Prabowo"" karena dananya dari pajak rakyat. Trims...",SINISME,2026-05-27 23:30:29,https://twitter.com/web/statuses/2059673608981815379,Twitter,Negative,Asta Cita,Asta Cita 7,ammanyamodini
74,rt,"RT BI sudah intervensi tapi tetap gak terbendung Prabowo: orang desa nggak pakai dollar Purbaya: Prabowo hanya coba hibur rakyat Bennix, Faldo: melemahnya nilai tukar rupiah ini bagus, nggak usah khawatir Luhut: minta maaf ke investor Mana yang benarÃ¢Â€",SINISME,2026-05-27 23:30:28,https://twitter.com/web/statuses/2059673602799374560,Twitter,Negative,-,-,davey_115
75,reply,"@Boediantar4 Pada seneng ya kalo gibran gantiin wowo ? Kalo gue sih ogah , 10 thn dibawah rejim wiwi gue berdoa melepaskan diri dari penguasa wiwi [RE Boediantar4]",SARKASME,2026-05-27 23:30:26,https://twitter.com/web/statuses/2059673596273074193,Twitter,Negative,-,-,baladatemp81441
76,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:30:25,https://twitter.com/web/statuses/2059673592057778192,Twitter,Negative,-,-,dreamday03
77,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:30:19,https://twitter.com/web/statuses/2059673567315550350,Twitter,Negative,-,-,tetehnyapawul
78,rt,"RT btw proses anggaran MBG itu bukan lewat RUU awalnya, tapi lewat inpres. kenapa malah kita yang naif? prabowo aja bisa ""ngelangkahi"" cara pencairan anggaran, knp kita gk boleh protes nyetop programnya? rakyat memang selalu di sisi yang salah ya bang? r",SINISME,2026-05-27 23:30:19,https://twitter.com/web/statuses/2059673564908032191,Twitter,Negative,-,-,jenjohnjae
79,rt,"RT Hotman Paris himbau prabowo agar membenahi BPKP dan BPK karena banyak kejanggalan-kejanggalan hasil audit BPK &amp; BPKP yang ditemukan Diantaranya dalam kasus Nadiem, kasus Sritex dan kasus Tom Lembong https://t.co/ww1fCRsl4x",LITERAL,2026-05-27 23:30:18,https://twitter.com/web/statuses/2059673561921688005,Twitter,Negative,-,-,AlineRaztha
80,rt,RT Menteri Keuangan Purbaya Yudhi Sadewa mengaku tidak mengetahui soal anggaran Rp100 miliar dari APBN untuk pengadaan 1.098 ekor sapi kurban yang dibagikan Presiden Prabowo Subianto pada Idul Adha 2026. https://t.co/FtN6OUJPr6,LITERAL,2026-05-27 23:29:53,https://twitter.com/web/statuses/2059673458020389228,Twitter,Negative,-,-,EntonPilbentim
81,reply,@lhichun @macirecord Buktinya Allah mentakdirkan Prabowo + Gibran jd Pemenang PilPres Mau apa lg lu? Gw sdr sama sekali ga yakin jagoan elu jujurrr.. @SigitWasito8 Gmnaaa neee @mas_veel tanggapannya? [RE lhichun],SINISME,2026-05-27 23:29:37,https://twitter.com/web/statuses/2059673389204451358,Twitter,Negative,-,-,Yattie2023
82,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:29:35,https://twitter.com/web/statuses/2059673382774563095,Twitter,Negative,Asta Cita,Asta Cita 7,beebintank
83,reply,"Apa sdh ada data didapat bahwa kekayaan nadiem ada diluar negeri,@KejaksaanRI bisa telusuri itu dan andaikan ada luar biasa permainan nadiem..wajah bayi prilaku iblis. Cc @mohmahfudmd @prabowo @KemenkeuRI @habiburokhman @DPR_RI @Hilmi28 @ReflyHZ @feriamsa",RETORIS,2026-05-27 23:29:12,https://twitter.com/web/statuses/2059673286293000358,Twitter,Negative,-,-,Hendrikorachman
84,rt,"RT Termul melecehkan agama , melucuti jilbab di depan anggota Grib , menculik, Intimidasi , Hercules mewakili @prabowo Grib di jadikan angkatan ke V Rezim intimidasi pengkritik Rezim . #BoikotPSIAduDombaAgama https://t.co/yeP3xBU5Qv",HIPERBOLA,2026-05-27 23:29:03,https://twitter.com/web/statuses/2059673247474717021,Twitter,Negative,Asta Cita,Asta Cita 8,hamas191
85,reply,"Kebencian kepada pak Jokowi itu lebih pada rasa bukan logika , subyektif , gimana mereka mau bisa mikir secara logika otak aja mungkin gak punya Ã°ÂŸÂ˜Â‚makanya tantrum,marah2 disetiap postingan yg ada pak Jokowi ,mas Gibran Pak Prabowo itu bisa dimaklumi",SARKASME,2026-05-27 23:28:37,https://twitter.com/web/statuses/2059673137806205270,Twitter,Negative,-,-,macirecord
86,rt,"RT ""Listrik padam di sebagian wilayah Sumatera 3 hari lebih"" Media: Ã°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤ÂÃ°ÂŸÂ¤Â ""prabowo pake APBN 100M untuk beli sapi qurban"" Media: PRABOWO MEMBELI SAPI QURBAN SEJUMLAH 1000 EKOR UNTUK DISEBAR KE SELURUH INDONESIA alias",IRONI,2026-05-27 23:28:30,https://twitter.com/web/statuses/2059673109503086850,Twitter,Negative,-,-,eajnaiii
87,rt,"RT btw proses anggaran MBG itu bukan lewat RUU awalnya, tapi lewat inpres. kenapa malah kita yang naif? prabowo aja bisa ""ngelangkahi"" cara pencairan anggaran, knp kita gk boleh protes nyetop programnya? rakyat memang selalu di sisi yang salah ya bang? r",SINISME,2026-05-27 23:28:00,https://twitter.com/web/statuses/2059672982356955468,Twitter,Negative,-,-,exsallant
88,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:27:53,https://twitter.com/web/statuses/2059672951876948203,Twitter,Negative,Asta Cita,Asta Cita 2,jaemybunny
89,rt,"RT Ã¢Â€Â£Kayaknya demi Indonesia bisa bikin pesawat tempur sendiri. Makanya Prabowo lobi habis-habisan transfer teknologi itu dari Prancis jangan sampai lepas. Ã¢Â€Â£ Soalnya Rafale diselamatkan Indonesia dari kutukan ""Jet Tempur Terkutuk"" Jadi Prabowo",METAFORA,2026-05-27 23:27:30,https://twitter.com/web/statuses/2059672854871134610,Twitter,Negative,Asta Cita,Asta Cita 4,Mihom43573Hadi
90,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:27:24,https://twitter.com/web/statuses/2059672830384738690,Twitter,Negative,-,-,nayunjajangman
91,rt,RT Tak ditemukan data publik yg mengatakan presiden: Soeharto Habibie GusDur Megawati SBY Menggunakan dana APBN untuk kurban yg mengatasnamakan presiden. Yg ada datanya hanya @jokowi dan @prabowo,LITERAL,2026-05-27 23:27:00,https://twitter.com/web/statuses/2059672729121657101,Twitter,Negative,-,-,ikan_alim
92,rt,"RT Wew, pantas si wowo gk sholat eid di indo. Soalnya si Imam masjid di istiqlal khutbah ttg ketidakadilan, kemiskinan, dan eksploitasi alam wkwk Ã¢Â€ÂœKurban itu utk tujuan bersedakah bkn atas dasar kepemilikanÃ¢Â€Â damn broÃ°ÂŸÂ˜Â­",SARKASME,2026-05-27 23:26:40,https://twitter.com/web/statuses/2059672646099538135,Twitter,Negative,Asta Cita,Asta Cita 6,bron_aja
93,rt,"RT INDONESIA SEDANG CARUT MARUT, SUMATERA GELAP, PAPUA MERANA, RUPIAH TERBURUK SEPANJANG SEJARAH, EL NINO MENGANCAM, IHSG CETAK LOWER LOW, BANYAK LAGI !! PRESIDEN ??? MEMILIH KE PARIS !! Selasa, 26 Mei 2026. Sementara Presiden Prabowo Subianto mendarat",HIPERBOLA,2026-05-27 23:25:31,https://twitter.com/web/statuses/2059672356763930733,Twitter,Negative,Asta Cita,Asta Cita 4,ArdhaNegara
94,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:24:51,https://twitter.com/web/statuses/2059672188253573538,Twitter,Negative,-,-,mrschanbang
95,rt,"RT WOWO kurban 1.098 sapi dananya dari APBN, kurban atas nama PRABOWO SUBIANTO kalau pake dana APBN sebutnya jangan dari Presiden dong, yang berkurban adalah rakyat indonesia yang bayar PAJAK",SINISME,2026-05-27 23:24:45,https://twitter.com/web/statuses/2059672164337651756,Twitter,Negative,-,-,suzyaraa
96,rt,"RT Disuruh ikut BoP dan bayar Rp. 17 T nurut Udara Indo dipakai melintas Jet tempur USA . Nurut Kapal Perang USA standby di selat Malaka, nurut QRiS mau diganti MasterCard VISA nurut. Terus apa gunanya Prabowo jadi Presiden kalau semua diserahkan pada",RETORIS,2026-05-27 23:23:54,https://twitter.com/web/statuses/2059671952160395729,Twitter,Negative,-,-,hamas191
97,rt,"RT Rupiah hancur lebur, IHSG rontok. Lalu pertanyaannya apa tindakan n solusi pemerintahan Presiden @prabowo !Ã°ÂŸÂ¤Â”Ã°ÂŸÂ¤Â” https://t.co/wx69EnIS0o",RETORIS,2026-05-27 23:23:54,https://twitter.com/web/statuses/2059671949572493424,Twitter,Negative,-,-,syapasih
98,mention,Menteri Keuangan Purbaya Yudhi Sadewa mengaku tidak mengetahui soal anggaran Rp100 miliar dari APBN untuk pengadaan 1.098 ekor sapi kurban yang dibagikan Presiden Prabowo Subianto pada Idul Adha 2026. https://t.co/FtN6OUJPr6,LITERAL,2026-05-27 23:23:51,https://twitter.com/web/statuses/2059671938935755058,Twitter,Negative,-,-,MCAOps
99,rt,RT Si Prabowo bawel banget ngomongin antek2 asing trs tapi milih dirut BUMN danantara sumberdaya Indonesia malah orang asing. Kocak si biji satu.,IRONI,2026-05-27 23:23:48,https://twitter.com/web/statuses/2059671926591918157,Twitter,Negative,-,-,kallxthjqms
100,mention,Pengen nyari pacar yang sama sama benci Prabowo,LITERAL,2026-05-27 23:23:39,https://twitter.com/web/statuses/2059671886339178986,Twitter,Negative,-,-,libra_rry
101,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:23:04,https://twitter.com/web/statuses/2059671739890864487,Twitter,Negative,-,-,NabilaA48348701
102,rt,"RT I donÃ¢Â€Â™t know what Allah SWT has prepared for Prabowo and every corrupt, oppressive governments. However, one thing is certain: AllahÃ¢Â€Â™s justice is real. The trees, leaves, roots, and every creature glorify His name. No tyrant escapes the truth",METAFORA,2026-05-27 23:22:16,https://twitter.com/web/statuses/2059671540032278754,Twitter,Negative,-,-,SidejobWarrior
103,rt,"RT btw proses anggaran MBG itu bukan lewat RUU awalnya, tapi lewat inpres. kenapa malah kita yang naif? prabowo aja bisa ""ngelangkahi"" cara pencairan anggaran, knp kita gk boleh protes nyetop programnya? rakyat memang selalu di sisi yang salah ya bang? r",SINISME,2026-05-27 23:21:52,https://twitter.com/web/statuses/2059671438077182372,Twitter,Negative,-,-,somebrokefella
104,rt,RT Si Prabowo bawel banget ngomongin antek2 asing trs tapi milih dirut BUMN danantara sumberdaya Indonesia malah orang asing. Kocak si biji satu.,IRONI,2026-05-27 23:21:42,https://twitter.com/web/statuses/2059671395584614417,Twitter,Negative,-,-,lifeistruggle_
105,rt,RT Beneran gw gabisa berkata kata lagi - Aceh blm pulih 100% - Rupiah Anjlok - Sumatera blackout - Jabodetabek rawan begal - Teror pocong golok bertebaran Prabowo era lebih parah dibanding covid era sialannnnnÃ¢Â€Â¦,HIPERBOLA,2026-05-27 23:21:26,https://twitter.com/web/statuses/2059671331189534882,Twitter,Negative,-,-,huizenephile_
106,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:20:08,https://twitter.com/web/statuses/2059671003194921105,Twitter,Negative,-,-,myduchy_
107,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:19:26,https://twitter.com/web/statuses/2059670824777650546,Twitter,Negative,-,-,honeyamericanow
108,rt,"RT BI sudah intervensi tapi tetap gak terbendung Prabowo: orang desa nggak pakai dollar Purbaya: Prabowo hanya coba hibur rakyat Bennix, Faldo: melemahnya nilai tukar rupiah ini bagus, nggak usah khawatir Luhut: minta maaf ke investor Mana yang benarÃ¢Â€",SINISME,2026-05-27 23:19:08,https://twitter.com/web/statuses/2059670749988974606,Twitter,Negative,-,-,wwrizki
109,rt,"RT Kenapa gue support MBG? Karena gue menghargai proses demokrasi, dia dipilih mayoritas rakyat Indonesia. Prabowo semenjak kampanye udah ngomong MBG kok, yang milih dengan sadar milih MBG. Terus pada ribet, ribut, ketika dilaksanain. Like what?",LITERAL,2026-05-27 23:18:46,https://twitter.com/web/statuses/2059670658100183154,Twitter,Negative,Asta Cita,Asta Cita 1,yulius_kusuma
110,rt,RT Kok bisa sih Pak Purbaya tidak tahu sapi kurban 100 miliar Pak Prabowo pakai APBN? Ada 3 masalah: 1. Pengawasan & transparasi keuangan negara. 2. Kurban pribadi tidak bisa pakai dana APBN. Kalau dr APBN namanya Bansos. Dan Bansos bukan Kurban. Dua ha,RETORIS,2026-05-27 23:18:13,https://twitter.com/web/statuses/2059670520573136921,Twitter,Negative,Asta Cita,Asta Cita 8,sur728001
111,rt,RT belum ngeliat prabowo ngetweet ucapin selamat idul adha,LITERAL,2026-05-27 23:16:50,https://twitter.com/web/statuses/2059670173444100486,Twitter,Negative,-,-,JiwaShine
112,rt,RT mungkin sosok yajuj majuj yang turun ke bumi itu sebenernya prabowo gibran,SATIRE,2026-05-27 23:15:47,https://twitter.com/web/statuses/2059669906480890116,Twitter,Negative,-,-,AlpabetHiks
113,rt,"RT I donÃ¢Â€Â™t know what Allah SWT has prepared for Prabowo and every corrupt, oppressive governments. However, one thing is certain: AllahÃ¢Â€Â™s justice is real. The trees, leaves, roots, and every creature glorify His name. No tyrant escapes the truth",METAFORA,2026-05-27 23:15:25,https://twitter.com/web/statuses/2059669816806674569,Twitter,Negative,-,-,centildikit
